Game Name,Genre,Gender Preference,Rating,Release Year,Size,Platform
YANKAI'S TRIANGLE,Thinking/Logical,Male,0.0,2016,7503MB,"PC, iOS, macOS, Linux"
Where's My Water? 2,Thinking/Logical,Female,4.1,2013,5464MB,"iOS, Android"
Link Twin,Thinking/Logical,Female,0.0,2017,7886MB,"PC, iOS"
Homescapes,Thinking/Logical,Both,3.6,2017,84GB,"iOS, Android, macOS"
Need to Know,Thinking/Logical,Both,0.0,2018,5202MB,"PC, macOS, Linux"
The Tower of Beatrice,Thinking/Logical,Both,3.4,2018,69GB,"PC, PlayStation 4, Nintendo Switch"
Feed Me Oil,Thinking/Logical,Male,3.1,2011,2898MB,iOS
Shadowrun (1993),Thinking/Logical,Female,4.2,1993,133GB,SNES
Magibot,Thinking/Logical,Male,0.0,2017,1886MB,"PC, iOS, Android, macOS, Linux"
Contre Jour,Thinking/Logical,Male,3.2,2011,2374MB,"iOS, Android"
The Da Vinci Code,Thinking/Logical,Both,3.1,2006,4594MB,PC
Monsters Ate My Birthday Cake,Thinking/Logical,Male,0.0,2013,45GB,"PC, iOS, Android, macOS, Linux"
Legal Dungeon,Thinking/Logical,Female,0.0,2022,3552MB,"PC, iOS, macOS"
Swim Out,Thinking/Logical,Female,0.0,2017,7351MB,"PC, Xbox One, Nintendo Switch, iOS, Android, macOS, Linux"
Sparky Marky,Thinking/Logical,Female,0.0,2023,3061MB,PC
Gardenscapes,Thinking/Logical,Both,3.6,2009,54GB,"PC, iOS, Android, Nintendo 3DS, macOS"
Plox Neon,Thinking/Logical,Both,0.0,2018,9GB,"PC, PlayStation 4, macOS"
Clu Clu Land (1984),Thinking/Logical,Male,2.9,1984,6748MB,"Nintendo 3DS, Wii U, Wii, Game Boy Advance, NES"
Kombinera,Thinking/Logical,Both,0.0,2022,69GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, macOS, Linux"
The House of Da Vinci 3,Thinking/Logical,Female,3.7,2022,2349MB,"PC, iOS, macOS"
Yoshi's Cookie,Thinking/Logical,Male,3.5,1992,3529MB,"Wii, Game Boy, SNES, NES"
Space Otter Charlie,Thinking/Logical,Female,0.0,2021,2966MB,"PC, Xbox One, PlayStation 4, macOS"
Purble Place,Thinking/Logical,Male,3.1,2006,43GB,PC
PICROSS S2,Thinking/Logical,Female,4.4,2018,129GB,Nintendo Switch
Red Johnson's Chronicles,Thinking/Logical,Both,2.3,2011,104GB,"Xbox 360, PlayStation 3"
That Trivia Game,Thinking/Logical,Both,0.0,2014,1138MB,PlayStation 4
StarDrone,Thinking/Logical,Female,0.0,2008,72GB,"PC, Nintendo Switch, PlayStation 3"
The Treasures Of Montezuma,Thinking/Logical,Both,3.8,2006,124GB,"PC, PlayStation 3, PSP"
Causality,Thinking/Logical,Male,0.0,2017,63GB,"PC, iOS, Android, macOS, Linux"
Snakebird Primer,Thinking/Logical,Female,0.0,2019,2808MB,"PC, iOS, macOS, Linux"
Happy Tree Friends,Thinking/Logical,Female,0.0,2008,7875MB,Xbox 360
Layton Brothers: Mystery Room,Thinking/Logical,Male,3.4,2013,4846MB,"iOS, Android"
Scooby-Doo! Case File #1: The Glowing Bug Man,Thinking/Logical,Female,4.1,2002,50GB,PC
The Surprising Adventures of Munchausen,Thinking/Logical,Female,0.0,2012,132GB,"PC, macOS"
Tomb Raider: The Prophecy,Thinking/Logical,Both,2.8,2002,1292MB,Game Boy Advance
Picross S3,Thinking/Logical,Male,4.1,2019,48GB,Nintendo Switch
Cubiques,Thinking/Logical,Both,0.0,2017,9GB,"PC, iOS, macOS"
Mario's Picross,Thinking/Logical,Female,3.0,1995,33GB,"Nintendo 3DS, Game Boy"
Dark Fantasy: Jigsaw Puzzle,Thinking/Logical,Female,0.0,2018,38GB,"PC, macOS"
Militsioner,Thinking/Logical,Female,0.0,Unknown,685MB,PC
Bomberman 64: The Second Attack,Thinking/Logical,Both,4.0,2000,3335MB,Nintendo 64
Arrog,Thinking/Logical,Female,0.0,2019,4796MB,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, iOS, Android"
StarDrone Extreme,Thinking/Logical,Male,0.0,2012,4040MB,PS Vita
A Boy and His Blob: Trouble on Blobolonia,Thinking/Logical,Male,3.9,1990,98GB,NES
Toy Box (itch),Thinking/Logical,Female,0.0,2018,2257MB,Web
Donkey Kong (1994),Thinking/Logical,Female,4.4,1994,5668MB,Game Boy
Jumper (itch),Thinking/Logical,Female,0.0,2015,1947MB,"PC, Linux"
TerraScape (itch),Thinking/Logical,Both,0.0,2023,979MB,PC
Arcadia Fallen,Thinking/Logical,Male,0.0,2019,3021MB,"PC, macOS, Linux"
Dr. Mario World,Thinking/Logical,Male,3.5,2019,5646MB,"iOS, Android"
Secrets of Magic: The Book of Spells,Thinking/Logical,Male,0.0,2016,3449MB,"PC, macOS, Linux"
The Amazing Spider-Man (1990),Thinking/Logical,Female,2.2,1990,4774MB,"PC, Game Boy, Commodore / Amiga, Atari ST"
Never Alone Arctic Collection,Thinking/Logical,Female,0.0,2014,5751MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Interpol: The Trail of Dr. Chaos,Thinking/Logical,Both,0.0,2007,7493MB,"PC, PlayStation 3"
Terminator 3: Rise of the Machines,Thinking/Logical,Male,1.8,2003,4216MB,"Xbox, PlayStation 2, Game Boy Advance"
Escape Machine City: Airborne,Thinking/Logical,Male,0.0,2020,5026MB,"PC, iOS"
Adventures of Lolo 2 (1990),Thinking/Logical,Male,0.0,1990,138GB,NES
Hack Time,Thinking/Logical,Both,0.0,2013,149GB,"PC, macOS"
Gremlins 2: The New Batch,Thinking/Logical,Male,0.0,1990,5351MB,"PC, Game Boy, NES, Commodore / Amiga"
ARKANOID Live!,Thinking/Logical,Both,0.0,2010,6982MB,Xbox 360
Boogie Bunnies,Thinking/Logical,Female,0.0,2008,1092MB,"PC, Xbox 360"
Two Dots,Thinking/Logical,Male,3.9,2014,77GB,"iOS, Android"
Blockade,Thinking/Logical,Both,3.5,1976,2975MB,Unknown
D,Thinking/Logical,Both,0.0,1995,148GB,"PlayStation, SEGA Saturn, 3DO"
Doodle God: Evolution,Thinking/Logical,Female,0.0,2019,29GB,"Xbox One, PlayStation 4, Nintendo Switch"
Mixups by POWGI,Thinking/Logical,Male,0.0,2016,35GB,"Xbox One, macOS, PS Vita"
Barbie as Rapunzel: A Creative Adventure,Thinking/Logical,Female,4.3,2002,2578MB,PC
Here Be Dragons,Thinking/Logical,Male,0.0,2017,3143MB,"PC, iOS"
Color Zen,Thinking/Logical,Female,3.8,2014,3897MB,"PlayStation 4, Nintendo Switch, Android, Nintendo 3DS, Wii U"
Forgotten Hill Disillusion,Thinking/Logical,Female,0.0,2019,3428MB,"PC, iOS, macOS"
Hello Charlotte EP2: Requiem Aeternam Deo,Thinking/Logical,Male,4.7,2016,35GB,PC
Doodle God: Genesis Secrets,Thinking/Logical,Both,0.0,2018,67GB,"PC, macOS, Linux"
Mom Hid My Game!,Thinking/Logical,Female,0.0,2017,147GB,"PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS"
Big Brain Academy: Brain vs. Brain,Thinking/Logical,Male,3.7,2021,72GB,Nintendo Switch
Jacob Jones and the Bigfoot Mystery: Episode 1,Thinking/Logical,Both,0.0,2013,69GB,"PC, iOS"
Stormhill Mystery: Family Shadows,Thinking/Logical,Both,0.0,2019,78GB,"PC, macOS"
VirtuGO,Thinking/Logical,Female,0.0,2017,31GB,"PC, PlayStation 4"
Crossovers by POWGI,Thinking/Logical,Male,0.0,2016,6160MB,"macOS, PS Vita"
LIT,Thinking/Logical,Female,0.0,2009,31GB,"PC, iOS, Wii"
Norse by Norse West: The Return of the Lost Vikings,Thinking/Logical,Female,4.2,1997,3089MB,"PC, PlayStation, SNES, SEGA Saturn"
Super Bomberman 5,Thinking/Logical,Male,3.8,1997,3337MB,SNES
Boxville,Thinking/Logical,Male,0.0,2022,7676MB,"PC, iOS, macOS, Linux"
Pokemon: Emerald Version (GBA),Thinking/Logical,Both,4.0,2005,4395MB,"PC, Game Boy Advance"
SpellKeeper,Thinking/Logical,Male,0.0,2018,103GB,"PC, Nintendo Switch, iOS, Android, macOS"
INFLUENCE,Thinking/Logical,Female,0.0,2010,43GB,"PC, Android, PlayStation 3, PS Vita, PSP"
Chess,Thinking/Logical,Female,4.6,2009,5509MB,"PC, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, PSP"
Lunaform,Thinking/Logical,Female,0.0,2017,4603MB,"PC, Android, macOS, Linux"
Resident Evil: Maiden (DEMO),Thinking/Logical,Female,3.7,2021,77GB,PlayStation 5
Time Hollow,Thinking/Logical,Female,3.9,2007,121GB,Nintendo DS
The Labyrinth,Thinking/Logical,Male,0.0,2011,3710MB,"PC, iOS, Android, macOS"
Disillusion,Thinking/Logical,Female,0.0,2020,11GB,"PC, Web"
3D Lemmings,Thinking/Logical,Female,3.5,1995,6686MB,"PC, PlayStation, SEGA Saturn"
FNaF:Freddy Pizzeria Clicker REMASTERED (LazyGuyGames),Thinking/Logical,Female,3.5,2022,70GB,PC
Kirby Tilt 'n' Tumble,Thinking/Logical,Female,0.0,2000,148GB,Game Boy Color
Minesweeper Genius,Thinking/Logical,Male,0.0,2018,5023MB,"Xbox One, PlayStation 4, Nintendo Switch, iOS, Android"
Brain Games,Thinking/Logical,Female,0.0,1978,91GB,Atari 2600
Auditorium HD,Thinking/Logical,Female,0.0,2010,65GB,PlayStation 3
ARKEDO SERIES,Thinking/Logical,Male,0.0,2012,742MB,PlayStation 3
Sparkle,Thinking/Logical,Female,0.0,2007,4148MB,"PC, iOS, Android, macOS, PS Vita"
The Even More Incredible Machine,Thinking/Logical,Male,0.0,1993,55GB,PC
Shn!p,Thinking/Logical,Both,0.0,2017,57GB,"PC, iOS, macOS, Linux"
Pac-Man 2: The New Adventures (1994),Thinking/Logical,Female,4.1,1994,58GB,"Wii U, SNES, Genesis"
Solitaire Mystery: Stolen Power,Thinking/Logical,Both,0.0,2017,2678MB,"PC, Android, macOS"
Bejeweled Blitz,Thinking/Logical,Male,0.0,2011,3803MB,"iOS, Android"
Chess Sudoku,Thinking/Logical,Both,0.0,2020,121GB,"PC, iOS, Android, macOS"
Project Kat,Thinking/Logical,Female,0.0,2020,55GB,"PC, Linux"
holedown,Thinking/Logical,Male,3.8,2018,7285MB,"PC, Nintendo Switch, iOS, Android"
My Scene Goes Hollywood,Thinking/Logical,Male,0.0,2005,106GB,PC
Dr. Mario 64,Thinking/Logical,Male,0.0,2001,90GB,Nintendo 64
Drawn: Trail of Shadows,Thinking/Logical,Male,0.0,2011,14GB,PC
Jacob Jones and the Bigfoot Mystery: Episode 2,Thinking/Logical,Male,0.0,2014,104GB,"PC, iOS"
Sidewords,Thinking/Logical,Male,0.0,2017,672MB,"PC, iOS"
Quell Zen,Thinking/Logical,Both,0.0,2016,3883MB,"PC, Nintendo Switch, Android"
A Tale of Paper,Thinking/Logical,Female,0.0,2020,7137MB,"PC, PlayStation 4"
Active Neurons 2,Thinking/Logical,Both,0.0,2020,24GB,"PC, Xbox One, PlayStation 4, iOS"
Reversi,Thinking/Logical,Female,0.0,1985,1781MB,"PC, iOS, Android, macOS"
Bookworm,Thinking/Logical,Both,0.0,2003,1117MB,"PC, iOS, Nintendo DS, Nintendo DSi, Game Boy Advance, Classic Macintosh"
Forgotten Ball,Thinking/Logical,Female,0.0,2015,25GB,"PC, iOS, macOS, Linux"
Quantum Protocol,Thinking/Logical,Both,0.0,2020,19GB,PC
Darkness and Flame: Born of Fire,Thinking/Logical,Male,0.0,2016,7960MB,"PC, iOS, macOS"
Perspective,Thinking/Logical,Female,3.8,2012,950MB,PC
Rytmos,Thinking/Logical,Female,0.0,2023,3184MB,"PC, Nintendo Switch, iOS, Android, macOS"
Infestor,Thinking/Logical,Female,0.0,2013,31GB,"PlayStation 5, Xbox One, PlayStation 4, iOS, Android, Web"
Dragon Ball Z: Dokkan Battle,Thinking/Logical,Both,4.0,2015,84GB,"iOS, Android"
Time Trap - Hidden Objects,Thinking/Logical,Both,0.0,2012,24GB,"PC, iOS, macOS"
Toki Tori (2001),Thinking/Logical,Female,0.0,2001,103GB,"PC, iOS, Android, Nintendo 3DS, Linux, PlayStation 3, Wii U, Wii, Game Boy Color, Classic Macintosh"
imprint-X,Thinking/Logical,Female,0.0,2017,136GB,"PC, Android, macOS, Linux"
Fate of Kai,Thinking/Logical,Female,0.0,2021,3861MB,"PC, iOS"
Kuru Kuru Kururin,Thinking/Logical,Female,4.1,2001,4268MB,Game Boy Advance
Pokémon Puzzle Challenge,Thinking/Logical,Female,4.0,2000,6028MB,"Nintendo 3DS, Game Boy Color, Game Boy"
Splitter Critters,Thinking/Logical,Both,0.0,2017,7807MB,"PC, Nintendo Switch, iOS, Android, macOS"
The Bugs Bunny Crazy Castle(GB),Thinking/Logical,Female,3.4,1989,3750MB,"Game Boy Advance, Game Boy"
Petal Crash,Thinking/Logical,Male,0.0,2020,3853MB,"PC, PlayStation 4, iOS, macOS, Linux"
Hidden Cats in Paris,Thinking/Logical,Male,0.0,2022,5GB,"PC, macOS"
Urban Legends,Thinking/Logical,Both,0.0,2015,101GB,Unknown
KAMI 2,Thinking/Logical,Female,4.2,2017,6223MB,"iOS, Android"
The Incredible Machine: Even More Contraptions,Thinking/Logical,Male,0.0,2001,133GB,PC
Nelson Tethers: Puzzle Agent,Thinking/Logical,Male,0.0,2010,2183MB,"PC, PlayStation 3"
Bombuzal (1988),Thinking/Logical,Both,0.0,1988,12GB,"PC, SNES, Commodore / Amiga, Atari ST"
4 Elements HD,Thinking/Logical,Both,0.0,2011,7879MB,PlayStation 3
Gabbuchi,Thinking/Logical,Both,0.0,2019,41GB,"PC, PlayStation 4, Nintendo Switch"
Dreii,Thinking/Logical,Female,0.0,2013,104GB,"PC, PlayStation 4, iOS, Android, macOS, Linux, PS Vita"
Pokémon Puzzle Challenge (2000),Thinking/Logical,Male,3.4,2000,3817MB,"Nintendo 3DS, Game Boy Color"
Scribblenauts Remix,Thinking/Logical,Both,4.0,2011,137GB,"iOS, Android"
Adventures of Hendri,Thinking/Logical,Both,0.0,2018,728MB,PC
Return of the Incredible Machine: Contraptions,Thinking/Logical,Female,0.0,2000,144GB,PC
Solo: Islands of the Heart,Thinking/Logical,Male,0.0,2019,6278MB,"Xbox One, PlayStation 4, Nintendo Switch"
LocoRoco Cocoreccho!,Thinking/Logical,Female,3.0,2007,48GB,PlayStation 3
Santa's Workshop,Thinking/Logical,Both,0.0,2009,32GB,"PC, macOS"
Agent A,Thinking/Logical,Male,3.5,2015,6657MB,"iOS, Android"
Tetris Worlds,Thinking/Logical,Male,0.0,2001,7650MB,"PC, Xbox, PlayStation 2, GameCube, Game Boy Advance"
Sandwich Sudoku,Thinking/Logical,Female,0.0,2019,88GB,"PC, iOS, Android, macOS"
Daikatana,Thinking/Logical,Female,0.0,2000,5767MB,Game Boy Color
Solstice (1990),Thinking/Logical,Female,0.0,1990,2746MB,NES
Sokobond,Thinking/Logical,Both,0.0,2013,5497MB,iOS
Mystery of Neuschwanstein,Thinking/Logical,Female,0.0,2015,4948MB,"PC, iOS, Android, macOS"
Poppy Playtime 2D (CHAPTER 1),Thinking/Logical,Female,0.0,2022,4130MB,"PC, Android, Web"
Manor Matters,Thinking/Logical,Female,4.0,2020,124GB,iOS
Miracle Sudoku,Thinking/Logical,Both,0.0,2020,19GB,"PC, iOS, macOS"
Locked Up (itch),Thinking/Logical,Female,0.0,2020,7641MB,"PC, Web"
Faraway 2: Jungle Escape,Thinking/Logical,Both,0.0,Unknown,77GB,Android
Illusion: A Tale of the Mind,Thinking/Logical,Male,0.0,2018,7377MB,"PC, Xbox One, PlayStation 4"
The Tower,Thinking/Logical,Male,0.0,2010,5027MB,"PC, iOS, macOS"
Mario's Super Picross,Thinking/Logical,Both,3.7,1995,65GB,SNES
Lighthouse: The Dark Being,Thinking/Logical,Female,0.0,1995,147GB,PC
HOOK 2,Thinking/Logical,Both,0.0,2022,2838MB,"PC, iOS, macOS, Linux"
My Nintendo Picross: The Legend of Zelda: Twilight Princess,Thinking/Logical,Both,4.0,2016,4721MB,Nintendo 3DS
Factotum 90,Thinking/Logical,Both,0.0,2016,591MB,"PC, Xbox One, Nintendo Switch, PS Vita"
Revolve,Thinking/Logical,Both,0.0,2017,123GB,"PC, Xbox One, PlayStation 4, macOS"
Armadillo Run,Thinking/Logical,Female,0.0,2006,123GB,PC
Snail Bob 2,Thinking/Logical,Both,0.0,2015,68GB,"PC, iOS"
Buku Sudoku,Thinking/Logical,Both,0.0,2008,59GB,"PC, Xbox 360"
Columns III (1993),Thinking/Logical,Female,4.2,1993,6855MB,"PC, Wii, Genesis"
Heaven & Hell,Thinking/Logical,Male,0.0,2003,119GB,"PC, iOS"
Adventures of Lolo 3,Thinking/Logical,Female,0.0,1990,6421MB,NES
Spring Falls,Thinking/Logical,Female,3.7,2019,45GB,"PC, iOS"
Championship Lode Runner,Thinking/Logical,Male,0.0,1985,2472MB,"Wii U, Wii, NES, Apple II, Commodore / Amiga, Atari 8-bit"
Drawn to Life: Two Realms,Thinking/Logical,Female,0.0,2020,112GB,"PC, Nintendo Switch, iOS, Android"
Cyber Protocol,Thinking/Logical,Female,0.0,2019,90GB,"PC, Xbox One, Nintendo Switch, iOS"
Miss Fisher and the Deathly Maze,Thinking/Logical,Female,0.0,2017,22GB,"PC, iOS, macOS, Linux"
Ultra Hat Dimension,Thinking/Logical,Both,0.0,2020,41GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
AirXonix,Thinking/Logical,Male,4.6,1999,15GB,"PC, iOS"
ORBIT,Thinking/Logical,Both,0.0,2011,4022MB,"PC, Xbox One, PlayStation 3, PSP, Wii U"
Cubiques 2,Thinking/Logical,Male,0.0,2017,91GB,"PC, iOS, macOS"
X-Men: Madness in Murderworld,Thinking/Logical,Both,0.0,1989,1083MB,"PC, Commodore / Amiga"
Tak: The Great Juju Challenge,Thinking/Logical,Both,0.0,2005,6585MB,"Nintendo DS, Xbox, PlayStation 3, PlayStation 2, GameCube, Game Boy Advance"
Times of Lore,Thinking/Logical,Both,0.0,1988,9GB,"PC, NES, Apple II, Commodore / Amiga, Atari ST"
Lemmings Revolution,Thinking/Logical,Female,4.2,2000,81GB,PC
Incubo,Thinking/Logical,Both,0.0,2018,105GB,PC
Dr Kawashima's Brain Training,Thinking/Logical,Both,3.6,2006,7677MB,"Nintendo DS, Wii U"
Sushi Striker: The Way of Sushido,Thinking/Logical,Both,0.0,2018,97GB,"Nintendo Switch, Nintendo 3DS"
Explosive Jake,Thinking/Logical,Both,0.0,2020,19GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Fluttabyes,Thinking/Logical,Male,0.0,2010,4806MB,PC
Castle of Dr. Brain,Thinking/Logical,Both,0.0,1991,766MB,"PC, Classic Macintosh, Commodore / Amiga"
DERU - The Art of Cooperation,Thinking/Logical,Male,0.0,2018,5118MB,"PC, Nintendo Switch, macOS, Linux"
Pocket Card Jockey,Thinking/Logical,Both,4.1,2013,122GB,"iOS, Android, Nintendo 3DS"
Welltris,Thinking/Logical,Both,0.0,1989,1505MB,"PC, Classic Macintosh, Commodore / Amiga, Atari ST"
Puzzle Bobble 4,Thinking/Logical,Both,0.0,1998,69GB,"PC, PlayStation, Game Boy Color, Dreamcast"
World of Goo HD,Thinking/Logical,Both,4.2,2010,4764MB,iOS
Natalie Brooks: Secrets of Treasure House,Thinking/Logical,Both,3.8,2008,78GB,PC
Garry's Mod,Casual,Both,3.8,2004,3271MB,"PC, macOS, Linux"
Fall Guys: Ultimate Knockout,Casual,Both,3.7,2020,12GB,"PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Brawlhalla,Casual,Male,3.2,2014,4553MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS"
Among Us,Casual,Male,3.8,2018,4589MB,"PC, PlayStation 5, PlayStation 4, Xbox One, Nintendo Switch, iOS, Android"
Wallpaper Engine,Casual,Female,4.0,2016,96GB,"PC, Android"
Goat Simulator,Casual,Male,3.2,2014,71GB,"PC, PlayStation 4, Xbox One, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3"
The Sims 4,Casual,Male,3.7,2014,35GB,"PC, Xbox One, PlayStation 4, Xbox Series S/X, macOS"
A Story About My Uncle,Casual,Female,3.2,2014,2156MB,"PC, macOS, Linux"
Overcooked,Casual,Male,4.1,2016,36GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Dear Esther: Landmark Edition,Casual,Male,3.3,2017,148GB,"PC, Xbox One, PlayStation 4, macOS"
Starbound,Casual,Male,3.8,2016,100GB,"PC, macOS, Linux"
Drawful 2,Casual,Female,3.2,2016,7728MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
BattleBlock Theater,Casual,Male,3.8,2013,54GB,"PC, Xbox One, macOS, Linux, Xbox 360"
Broken Age,Casual,Male,3.6,2014,752MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PS Vita"
VRChat,Casual,Male,3.1,2017,24GB,PC
Vampire Survivors,Casual,Both,4.2,2022,4358MB,"PC, Xbox One, Nintendo Switch, iOS, Android, Web"
Monaco: What's Yours Is Mine,Casual,Male,3.0,2013,6711MB,"PC, macOS, Linux, Xbox 360"
Sonic Mania,Casual,Both,3.9,2017,104GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Overlord,Casual,Female,3.8,2007,7516MB,"PC, macOS, Linux, Xbox 360"
Tabletop Simulator,Casual,Both,4.0,2015,150GB,"PC, macOS, Linux"
Trove,Casual,Both,2.7,2015,7544MB,"PC, Xbox One, PlayStation 4, macOS"
Overcooked! 2,Casual,Both,4.2,2018,107GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Never Alone,Casual,Female,3.5,2014,5035MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, PlayStation 3, Wii U"
Dota Underlords,Casual,Both,3.0,2020,46GB,"PC, iOS, Android, macOS, Linux"
Clicker Heroes,Casual,Female,2.6,2015,5959MB,"PC, Xbox One, PlayStation 4, iOS, Android, macOS"
VVVVVV,Casual,Female,3.8,2010,6975MB,"PC, PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS, macOS, Linux, PS Vita"
Prototype,Casual,Male,3.8,2009,110GB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
Plague Inc: Evolved,Casual,Female,4.0,2015,7645MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
SpeedRunners,Casual,Both,3.8,2016,5316MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Scribblenauts Unlimited,Casual,Male,3.6,2012,101GB,"PC, iOS, Android, Nintendo 3DS, Wii U"
AdVenture Capitalist,Casual,Male,2.8,2015,5290MB,"PC, PlayStation 4, iOS, Android, macOS, Linux"
Snake Pass,Casual,Female,3.2,2017,3475MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Golf With Your Friends,Casual,Male,3.8,2016,3384MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Factorio,Casual,Both,4.4,2020,4830MB,"PC, Nintendo Switch, macOS, Linux"
Game Dev Tycoon,Casual,Both,4.0,2012,128GB,"PC, iOS, Android, macOS, Linux"
Overwatch,Casual,Male,4.1,2016,124GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Headsnatchers,Casual,Female,1.8,2018,509MB,"PC, PlayStation 4, Nintendo Switch"
PAC-MAN CHAMPIONSHIP EDITION 2,Casual,Both,3.1,2016,52GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Graveyard Keeper,Casual,Female,3.7,2018,3035MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
Super Hexagon,Casual,Male,3.8,2012,6911MB,"PC, iOS, Android, macOS, Linux"
Kingdom: New Lands,Casual,Female,3.9,2015,838MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
Stick Fight: The Game,Casual,Female,3.8,2017,110GB,"PC, iOS, Android, macOS"
Observеr,Casual,Female,3.9,2017,36GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Grow Home,Casual,Male,3.5,2014,144GB,"PC, PlayStation 4, Linux"
DISTRAINT,Casual,Both,3.1,2015,3030MB,PC
Little Inferno,Casual,Female,3.8,2012,31GB,"PC, Nintendo Switch, iOS, Android, macOS, Linux, Wii U"
Quiplash,Casual,Female,3.5,2015,32GB,"PC, Xbox One, PlayStation 4, macOS, PlayStation 3"
Tricky Towers,Casual,Female,3.7,2016,4770MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
Gang Beasts,Casual,Both,3.9,2014,4259MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Poker Night at the Inventory,Casual,Both,3.4,2010,74GB,"PC, macOS"
Horizon Chase Turbo,Casual,Male,3.4,2018,6745MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Aperture Desk Job,Casual,Female,3.8,2022,3833MB,"PC, Linux"
Counter-Strike Nexon: Zombies,Casual,Female,2.1,2014,2198MB,PC
Dear Esther,Casual,Female,3.5,2012,147GB,"PC, iOS, macOS"
Costume Quest,Casual,Male,3.4,2010,4707MB,"PC, Xbox One, iOS, macOS, Linux, Xbox 360, PlayStation 3"
Flower,Casual,Male,4.0,2009,136GB,"PC, PlayStation 4, iOS, PlayStation 3, PS Vita"
Pixel Puzzles Ultimate,Casual,Female,2.0,2016,6707MB,PC
METAL SLUG 3,Casual,Male,4.0,2000,6001MB,"PC, PlayStation 4, Xbox One, iOS, Android, Xbox 360, PlayStation 3, Wii, Neo Geo"
My Time At Portia,Casual,Male,3.5,2019,7434MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
No Time To Explain Remastered,Casual,Both,2.8,2015,61GB,"PC, macOS, Linux"
Teenage Mutant Ninja Turtles: Shredder's Revenge,Casual,Male,4.1,2022,10GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, Android, Linux"
